Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Российский государственный геологоразведочный университет имени Серго Орджоникидзе ; 67.1; -0.8; 382; 0; Да;бакалавриат;11;164.0;215000;0;0;0;0;d8903dc5-299d-4925-a4ba-4de9416c560d;117997, г.Москва, ул. Миклухо-Маклая,  д. 23;False;True;https://mgri.ru/commission/gid-po-spetsialnostyam-mgri/
 Российский государственный профессионально-педагогический университет ; 73.2; -3.6; 504; 0; Нет;бакалавриат;49;175.0;145200;0;0;0;0;0597baa6-7ddf-4223-9d48-68688b231a10;620012, Свердловская область, г. Екатеринбург, ул. Машиностроителей, д. 11;False;False;https://rsvpu.ru/abiturientu/
 Российский университет транспорта (МИИТ); 64.0; 0.2; 1757; 0; Да;бакалавриат;25;231.0;298000;0;0;0;0;d6e69957-30ea-4a5e-8cf1-99af5e85e42e;127994, г. Москва, ул. Образцова, д. 9, стр. 9;True;True;https://www.miit.ru/admissions/degrees?year=2021&city=1&level=4&training=20773
 Российский экономический университет имени Г.В. Плеханова ; 88.7; 0.5; 630; 66; Да;бакалавриат;10;150.0;300000;0;0;0;0;867fe171-455b-496a-b598-fc4f0f3f0f88;117997, г. Москва, Стремянный пер., д. 36;False;False;https://www.rea.ru/ru/org/managements/priem/Documents/Normativ_Dokuments/2022/%D0%91%D0%B0%D0%BA_%D0%A0%D0%AD%D0%A3/%D0%9A%D0%A6%D0%9F_%D0%B1%D0%B0%D0%BA_%D0%A0%D0%AD%D0%A3.pdf
 Ростовский государственный университет путей сообщения; 58.5; -3.1; 766; 0; Нет;бакалавриат;50;64.7;140400;0;0;0;0;fb1eb5f5-f453-4d30-87f8-b9aeec508937;344038, Ростовская область, г.Ростов-на-Дону, пл.Ростовского Стрелкового Полка Народного Ополчения, д.2;True;True;http://www.rgups.ru/abitur/vo/spetcial-nosti-i-napravleniia/
 Рязанский государственный радиотехнический университет; 65.6; 1.3; 834; 1; Нет;бакалавриат;10;185.0;55000;0;0;0;0;3ff6de05-a183-4123-a127-643d1b73004e;390005, г.Рязань, ул.Гагарина 59/1;True;True;http://www.rsreu.ru/abitur/bachelor/tsifry-priema
 Самарский государственный технический университет; 68.1; 1; 2012; 6; Нет;бакалавриат;30;205.0;132500;магистратура;22;80.0;140660;38cde29e-6691-481d-b30f-79282fbd19a5;443100, г.Самара, ул.Молодогвардейская, 244;True;True;https://samgtu.ru/uploads/admission/2022/kcp_2022.pdf
 Самарский государственный университет путей сообщения; 54.5; -0.2; 685; 0; Нет;бакалавриат;30;;;магистратура;0;0.0;;773b9ecc-e0d5-49c6-9551-c177ba25cd9e;443066, г.Самара, ул.Свободы, 2В;False;True;https://www.samgups.ru/education/abiturientam/pk-2021-vo/samara/plan-priema.php
 Санкт-Петербургский горный университет; 80.8; 2.3; 1831; 64; Нет;бакалавриат;30;257.0;400000;магистратура;10;229.0;400000;37c9158f-99fb-4790-a7bc-749dd3ba2c45;199106, г.Санкт-Петербург, 21-я линия, д.2;True;True;https://priem.spmi.ru/sites/default/files/manager/03.PlanPriema/KCP.pdf
 Санкт-Петербургский государственный архитектурно-строительный университет; 78.3; 0.4; 1181; 0; Нет;бакалавриат;19;119.0;183000;магистратура;;;;dc76ebd1-970b-44ee-a0d2-36ad701f5d18;190005, Санкт-Петербург, 2-я Красноармейская улица, д. 4;False;True;https://www.spbgasu.ru/Abiturientam/Priem/Kontrolnye_cifry_priema/
 Санкт-Петербургский государственный лесотехнический университет имени С.М. Кирова; 75.0; 0; 543; 0; Нет;бакалавриат;;;;магистратура;;;;cdb5222f-5110-4e24-bd31-5f51766bc907;194021, г.Санкт-Петербург, Институтский пер., д.5 литера У;False;True;https://spbftu.ru/wp-content/uploads/2021/06/200od.pdf
