Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Уральский государственный лесотехнический университет ; 64.0; -0.6; 683; 0; Нет;бакалавриат;0;199.0;45000;0;0;0;0;5a8f97c4-23cc-440e-87e3-92d3e26715d1;620100, Свердловская область, г. Екатеринбург, ул. Сибирский тракт, д. 37;False;True;http://usfeu.ru/abiturientu/bakalavriat/kolichestvo-mest/
 Уральский государственный педагогический университет ; 74.3; -0.5; 699; 2; Нет;бакалавриат;10;169.0;138826;0;0;0;0;7d5b14c1-9710-49e2-8182-0e33c95d7d57;454080, г.Челябинск, пр. Ленина, 69;False;False;https://www.cspu.ru/abitur/bachelor/#abitur_plan_priema
 Уральский федеральный университет имени Б.Н. Ельцина; 76.2; -1.4; 4422; 122; Да;бакалавриат;30;222.0;130400;магистратура;15;71.0;126400;f255a4e8-15cf-45d0-a121-19f6f61d0c5d;620002, Свердловская область, г. Екатеринбург, ул. Мира, д. 19;True;True;https://urfu.ru/fileadmin/user_upload/urfu.ru/documents/applicant/2021/postuplenie-vo/Plan_priema_bakalavriat_specialitet_2021.pdf
 Уфимский государственный авиационный технический университет; 69.2; -1.2; 1404; 7; Нет;бакалавриат;0;0.0;123540;0;0;0;0;6119c816-9894-47f3-8d85-188bba571e88;450000, Республика Башкортостан, г. Уфа, ул. К. Маркса, д. 12;True;True;https://ugatu.su/abitur/bachelor-and-specialist/admission-plan/2022/
 Ухтинский государственный технический университет; 60.4; 2.6; 604; 0; Нет;бакалавриат;20;119.0;;0;0;0;0;9b9a6608-acde-43d9-a9da-8bc7dc2de88f;169300, Республика Коми, г.Ухта, ул. Первомайская, д. 13;False;True;https://www.ugtu.net/abitur/bachelor
 Челябинский государственный университет; 71.9; -0.3; 819; 12; Нет;бакалавриат;0;0.0;45000;магистратура;0;0.0;50000;b265f70b-d35d-45f0-ab0a-eec7ad99dad4;454001, Челябинская область, город Челябинск, улица Братьев Кашириных, дом 129;False;True;https://www.csu.ru/roles/prospective-students/Priem/bachelor/PriemMest.aspx
 Чувашский государственный университет имени И.Н. Ульянова ; 70.3; 0.9; 1296; 1; Да;бакалавриат;0;0.0;25500;0;0;0;0;8a6c9f76-166b-4805-8c42-fdf474e8aff6;428015, г.Чебоксары  Московский проспект,15;False;True;https://abiturient.chuvsu.ru/urovni/bakalavriat/byudzhetnye-mesta
 Югорский государственный университет ; 64.6; -3.3; 715; 2; Да;бакалавриат;28;125.0;140000;магистратура;18;40.0;212000;60a04de5-0800-4841-a91a-877f3159a95f;628012, Ханты-Мансийский атономный округ-Югра, г.Ханты-Мансийск, ул. Чехова, д. 16;True;True;https://www.ugrasu.ru/upload/iblock/010/010b1dd638916fed101f050d821497af.pdf
 Южно-Уральский государственный аграрный университет ; 52.5; -0.2; 445; 0; Да;бакалавриат;0;0.0;49500;магистратура;0;0.0;45000;78e0aa76-2b42-4fdf-9e7e-228e2fc20a4a;457100, Челябинская область, г. Троицк, ул. Гагарина, дом 13;False;False;https://юургау.рф/abitur/bachelor/#abitur_plan_priema
 Южный федеральный университет; 76.7; 0.2; 3088; 34; Да;бакалавриат;22;194.0;130000;магистратура;20;50.0;133000;496e4998-457b-4fed-bc13-18b6158ac498;344006, г.Ростов-на-Дону, ул.Большая Садовая, д. 105/42;True;True;https://sfedu.ru/www/stat_pages22.show?p=ABT/N8206/P
